,업종명,인허가일자,업소명,소재지(도로명),addr,영업장면적(건물내_외부),업태명,담당부서,데이터기준일자,latitude,longitude
0,일반음식점,1967-10-10,케이에프씨 중앙대점,서울특별시 동작구 흑석로 94 (흑석동),서울특별시 동작구 흑석동 223-1,163.96,기타,보건행정과,2024-08-19,37.50726179999999,126.9599876
1,일반음식점,1972-04-14,안동장,서울특별시 동작구 흑석로 105-1 (흑석동),서울특별시 동작구 흑석동 184-18,321.03,중국식,보건행정과,2024-08-19,37.5082513,126.9609352
2,일반음식점,1975-05-15,바다회센타,서울특별시 동작구 동작대로27길 20-7 (사당동),서울특별시 동작구 사당동 130-16,71.41,일식,보건행정과,2024-08-19,37.487893,126.9807215
3,일반음식점,1975-06-17,신부양각,서울특별시 동작구 양녕로 191 (상도동),서울특별시 동작구 상도동 210-202,91.84,중국식,보건행정과,2024-08-19,37.4983812,126.9434816
4,일반음식점,1976-02-16,순대나라,서울특별시 동작구 서달로12가길 5 (흑석동),서울특별시 동작구 흑석동 97-22,25.5,한식,보건행정과,2024-08-19,37.5066082,126.9626927
5,일반음식점,1977-09-08,우슬재,서울특별시 동작구 현충로 94 (흑석동),서울특별시 동작구 흑석동 6-10,43.98,호프/통닭,보건행정과,2024-08-19,37.5079816,126.9641741
6,일반음식점,1977-05-13,정은식당,서울특별시 동작구 노량진로6길 6-8 (노량진동),서울특별시 동작구 노량진동 29-5,31.06,한식,보건행정과,2024-08-19,37.5129829,126.9355607
7,일반음식점,1979-11-30,신대방빨강떡볶이,"서울특별시 동작구 여의대방로24길 60, 지상1층 (신대방동)",서울특별시 동작구 신대방동 361-39,40.16,한식,보건행정과,2024-08-19,37.4981253,126.923565
8,일반음식점,1979-07-03,비어 퀸,서울특별시 동작구 서달로14길 8 (흑석동),서울특별시 동작구 흑석동 52-26,34.63,한식,보건행정과,2024-08-19,37.5078616,126.9635141
9,일반음식점,1979-04-12,계림원누릉지통닭구이,서울특별시 동작구 노량진로8길 8 (노량진동),서울특별시 동작구 노량진동 27-13,58.93,경양식,보건행정과,2024-08-19,37.5130081,126.936181
10,일반음식점,1980-09-10,소문난만천곱창,서울특별시 동작구 서달로12길 13 (흑석동),서울특별시 동작구 흑석동 97-6,27.7,한식,보건행정과,2024-08-19,37.5070322,126.9626128
11,일반음식점,1980-10-23,이수찹쌀순대,"서울특별시 동작구 동작대로 123 (사당동, 1층)",서울특별시 동작구 사당동 134-3,27.12,한식,보건행정과,2024-08-19,37.4877119,126.9818472
12,일반음식점,1993-11-01,다채샤브 장승배기역점,서울특별시 동작구 상도로 166 (상도동),서울특별시 동작구 상도동 183-17,102.43,한식,보건행정과,2024-08-19,37.5037877,126.9377495
13,일반음식점,1980-04-24,만리장성,서울특별시 동작구 상도로15길 110 (상도동),서울특별시 동작구 상도동 359-32,105.12,중국식,보건행정과,2024-08-19,37.5044691,126.936808
14,일반음식점,1980-05-07,다래원,서울특별시 동작구 국사봉길 90 (상도동),서울특별시 동작구 상도동 299-1,11.71,중국식,보건행정과,2024-08-19,37.49591480000001,126.9312253
15,일반음식점,1980-07-16,거구장,서울특별시 동작구 흑석로 101-7 (흑석동),서울특별시 동작구 흑석동 184-19,94.82,한식,보건행정과,2024-08-19,37.5080488,126.9607546
16,일반음식점,1980-11-05,계림(鷄林)닭한마리,서울특별시 동작구 사당로30길 103 (사당동),서울특별시 동작구 사당동 1030-9,83.0,한식,보건행정과,2024-08-19,37.4801461,126.9808983
17,일반음식점,1981-09-07,진미순대,서울특별시 동작구 서달로12가길 5 (흑석동),서울특별시 동작구 흑석동 97-22,20.5,정종/대포집/소주방,보건행정과,2024-08-19,37.5066082,126.9626927
18,일반음식점,1981-08-28,등나무집,서울특별시 동작구 대림로 52 (신대방동),서울특별시 동작구 신대방동 687-14,146.88,한식,보건행정과,2024-08-19,37.4882165,126.9078859
19,일반음식점,1981-10-06,교뽕,서울특별시 동작구 장승배기로27길 13 (노량진동),서울특별시 동작구 노량진동 243-15,24.7,한식,보건행정과,2024-08-19,37.5117779,126.9392707
20,일반음식점,1982-05-26,해달비,서울특별시 동작구 서달로14나길 5 (흑석동),서울특별시 동작구 흑석동 50-40,26.65,분식,보건행정과,2024-08-19,37.5076858,126.9639137
21,일반음식점,1982-10-12,교촌치킨,"서울특별시 동작구 시흥대로 646, 지상1층 (신대방동)",서울특별시 동작구 신대방동 607-28,72.6,호프/통닭,보건행정과,2024-08-19,37.4895455,126.9074154
22,일반음식점,1982-03-03,한일정,,서울특별시 동작구 노량진동 44-21 중앙,149.49,한식,보건행정과,2024-08-19,37.5133645,126.9397466
23,일반음식점,1982-06-10,청진동해장국,서울특별시 동작구 대림로 56 (신대방동),서울특별시 동작구 신대방동 685-12,59.6,한식,보건행정과,2024-08-19,37.4884807,126.9073843
24,일반음식점,1982-04-20,미주,,서울특별시 동작구 사당동 548-6,31.3,한식,보건행정과,2024-08-19,37.485622,126.9723172
25,일반음식점,1983-06-29,돈낭군 찌개부인,서울특별시 동작구 성대로1길 5 (상도동),서울특별시 동작구 상도동 346-15,30.1,한식,보건행정과,2024-08-19,37.5006249,126.9328194
26,일반음식점,1983-06-27,대박,서울특별시 동작구 장승배기로10길 9 (상도동),서울특별시 동작구 상도동 369-6,19.04,호프/통닭,보건행정과,2024-08-19,37.5045878,126.9397673
27,일반음식점,1983-03-10,짝태&노가리,"서울특별시 동작구 장승배기로27길 9 (노량진동,지하1층-지상1층)",서울특별시 동작구 노량진동 243-16 지하,101.16,한식,보건행정과,2024-08-19,37.5117766,126.9394345
28,일반음식점,1983-04-13,전주한방오리,"서울특별시 동작구 사당로 252 (사당동,321-114)",서울특별시 동작구 사당동 318-77,83.0,한식,보건행정과,2024-08-19,37.4831982,126.975725
29,일반음식점,1983-04-18,썬스타,서울특별시 동작구 장승배기로10길 18 (상도동),서울특별시 동작구 상도동 179-7,26.52,호프/통닭,보건행정과,2024-08-19,37.5045909,126.9400742
30,일반음식점,1983-07-08,이모네 실내포차,서울특별시 동작구 사당로16길 7 (사당동),서울특별시 동작구 사당동 318-13,36.58,정종/대포집/소주방,보건행정과,2024-08-19,37.4829215,126.9739871
31,일반음식점,1983-09-30,흑석동 명당김밥,서울특별시 동작구 현충로 94 (흑석동),서울특별시 동작구 흑석동 6-10,20.25,분식,보건행정과,2024-08-19,37.5079816,126.9641741
32,일반음식점,1993-10-15,"왕돈까스, 왕냉면","서울특별시 동작구 상도로61가길 2, 지층 (상도동)",서울특별시 동작구 상도동 504,146.0,한식,보건행정과,2024-08-19,37.49463890000001,126.9575649
33,일반음식점,1983-11-28,김밥을주문해,서울특별시 동작구 동작대로7길 4 (사당동),서울특별시 동작구 사당동 1030-14,24.0,분식,보건행정과,2024-08-19,37.4800948,126.9813934
34,일반음식점,1983-08-22,타누키돈부리 이수역점,서울특별시 동작구 동작대로27가길 14 (사당동),서울특별시 동작구 사당동 139-88,19.8,경양식,보건행정과,2024-08-19,37.4869416,126.9810413
35,일반음식점,1983-12-26,초신성막창가,"서울특별시 동작구 여의대방로24길 137 (대방동, 1층)",서울특별시 동작구 대방동 407-38,17.7,한식,보건행정과,2024-08-19,37.4992393,126.9277401
36,일반음식점,1984-08-27,토방소곱창,서울특별시 동작구 동작대로7길 11 (사당동),서울특별시 동작구 사당동 1031-1,19.9,한식,보건행정과,2024-08-19,37.4798235,126.980981
37,일반음식점,1984-10-31,강릉식당,서울특별시 동작구 여의대방로 126 (신대방동),서울특별시 동작구 신대방동 377-1,51.32,복어취급,보건행정과,2024-08-19,37.498015,126.920664
38,일반음식점,1984-09-26,사과나무,서울특별시 동작구 흑석로9길 7 (흑석동),서울특별시 동작구 흑석동 190-35,28.9,한식,보건행정과,2024-08-19,37.5075675,126.9597242
39,일반음식점,1984-11-30,왕돈가스왕냉면,"서울특별시 동작구 상도로 170 (상도동, 1층)",서울특별시 동작구 상도동 367-4,31.3,한식,보건행정과,2024-08-19,37.5040798,126.9380901
40,일반음식점,1984-11-08,도리도리하찌,서울특별시 동작구 흑석로13가길 43 (흑석동),서울특별시 동작구 흑석동 190-49,27.12,분식,보건행정과,2024-08-19,37.50743689999999,126.9596404
41,일반음식점,1984-03-09,다래식당,서울특별시 동작구 만양로2길 2 (상도동),서울특별시 동작구 상도동 17-61,97.33,분식,보건행정과,2024-08-19,37.5062702,126.9477436
42,일반음식점,1984-07-25,해피손칼국수,서울특별시 동작구 장승배기로 65 (상도동),서울특별시 동작구 상도동 181-22,18.74,분식,보건행정과,2024-08-19,37.5035658,126.9393804
43,일반음식점,1984-05-03,아는포차,서울특별시 동작구 동작대로7길 10 (사당동),서울특별시 동작구 사당동 1030-11,19.6,정종/대포집/소주방,보건행정과,2024-08-19,37.4800119,126.9810042
44,일반음식점,1984-03-27,원조강릉교동반점,서울특별시 동작구 만양로 94-2 (노량진동),서울특별시 동작구 노량진동 119-155,43.09,중국식,보건행정과,2024-08-19,37.5118489,126.9444331
45,일반음식점,1984-06-23,마포집,서울특별시 동작구 동작대로27길 6 (사당동),서울특별시 동작구 사당동 133-4,101.6,한식,보건행정과,2024-08-19,37.487865,126.9817182
46,일반음식점,1985-11-16,진솔,서울특별시 동작구 노량진로 148-5 (노량진동),서울특별시 동작구 노량진동 72-16,26.1,한식,보건행정과,2024-08-19,37.5132291,126.9423941
47,일반음식점,1985-11-06,순천식당,서울특별시 동작구 장승배기로10길 9 (상도동),서울특별시 동작구 상도동 369-6,29.81,한식,보건행정과,2024-08-19,37.5045878,126.9397673
48,일반음식점,1985-04-09,신짱스시,"서울특별시 동작구 상도로30길 8, 2층 (상도동)",서울특별시 동작구 상도동 170-26,75.0,일식,보건행정과,2024-08-19,37.5047764,126.941268
49,일반음식점,1985-03-14,MEAL&DRINK(밀앤드링크),서울특별시 동작구 노량진로8길 20 (노량진동),서울특별시 동작구 노량진동 261-4,61.98,호프/통닭,보건행정과,2024-08-19,37.5125916,126.9364432
50,일반음식점,1994-01-21,한울갈비,서울특별시 동작구 동작대로1길 9 (사당동),서울특별시 동작구 사당동 1043-8,165.3,한식,보건행정과,2024-08-19,37.4771833,126.9807861
51,일반음식점,1985-03-22,성상등갈비,서울특별시 동작구 신대방길 108 (신대방동),서울특별시 동작구 신대방동 591-13,53.9,한식,보건행정과,2024-08-19,37.4902457,126.9086741
52,일반음식점,1985-12-28,면장의 밥상,"서울특별시 동작구 동작대로7길 83, 1층 (사당동)",서울특별시 동작구 사당동 1039-1,66.0,기타,보건행정과,2024-08-19,37.4775725,126.978176
53,일반음식점,1985-05-29,수산회관,"서울특별시 동작구 노들로 674, 지상2층 21호 (노량진동)",서울특별시 동작구 노량진동 13-6,370.22,일식,보건행정과,2024-08-19,37.515345,126.9442863
54,일반음식점,1985-05-21,금학횟집,"서울특별시 동작구 노들로 674, 2층 9호 (노량진동)",서울특별시 동작구 노량진동 13-6,139.74,횟집,보건행정과,2024-08-19,37.5135606,126.9418837
55,일반음식점,1985-09-26,잠꾸러기,서울특별시 동작구 흑석로9길 6 (흑석동),서울특별시 동작구 흑석동 190-5,59.92,경양식,보건행정과,2024-08-19,37.5077331,126.959862
56,일반음식점,1985-09-27,큐피드,서울특별시 동작구 사당로 18-1 (상도동),서울특별시 동작구 상도동 502,133.7,경양식,보건행정과,2024-08-19,37.4951846,126.9564412
57,일반음식점,1993-09-08,엘(L),서울특별시 동작구 동작대로27길 8 (사당동),서울특별시 동작구 사당동 139-32,46.96,한식,보건행정과,2024-08-19,37.4876272,126.981569
58,일반음식점,1985-02-09,연경,서울특별시 동작구 보라매로 82 (신대방동),서울특별시 동작구 신대방동 342-21,28.12,중국식,보건행정과,2024-08-19,37.4966942,126.9279702
59,일반음식점,1985-11-26,서울가든,서울특별시 동작구 노량진로6길 6-5 (노량진동),서울특별시 동작구 노량진동 266-9,125.46,한식,보건행정과,2024-08-19,37.5128381,126.9354946
60,일반음식점,1986-11-04,꿀꾸랄라,서울특별시 동작구 만양로14길 4 (노량진동),서울특별시 동작구 노량진동 123-10,44.17,한식,보건행정과,2024-08-19,37.51127719999999,126.9447525
61,일반음식점,1986-10-15,청운꼬들살,서울특별시 동작구 상도로67길 32 (상도동),서울특별시 동작구 상도동 505-7,37.29,한식,보건행정과,2024-08-19,37.4949914,126.9566676
62,일반음식점,1986-05-29,향백,서울특별시 동작구 국사봉1길 108 (상도동),서울특별시 동작구 상도동 294-5,39.44,중국식,보건행정과,2024-08-19,37.4966539,126.9317735
63,일반음식점,1986-07-28,처갓집양념치킨 장승배기점,서울특별시 동작구 상도로30길 2 (상도동),서울특별시 동작구 상도동 373-72,26.25,통닭(치킨),보건행정과,2024-08-19,37.5049226,126.9408338
64,일반음식점,1986-04-10,성림식당,서울특별시 동작구 장승배기로 118-1 (노량진동),서울특별시 동작구 노량진동 309-18,66.13,분식,보건행정과,2024-08-19,37.508102,126.9403246
65,일반음식점,1986-05-12,곱창나라,서울특별시 동작구 동작대로27가길 41 (사당동),서울특별시 동작구 사당동 147-108,67.64,한식,보건행정과,2024-08-19,37.4856706,126.9812508
66,일반음식점,1986-06-27,장충족발,서울특별시 동작구 노량진로16길 31 (노량진동),서울특별시 동작구 노량진동 119-64,61.18,한식,보건행정과,2024-08-19,37.51220720000001,126.9441208
67,일반음식점,1986-04-14,동영,서울특별시 동작구 사당로30길 96 (사당동),서울특별시 동작구 사당동 1029-37,19.37,경양식,보건행정과,2024-08-19,37.4805274,126.9806811
68,일반음식점,1986-10-23,앵커맨,서울특별시 동작구 동작대로7길 33 (사당동),서울특별시 동작구 사당동 1032-12,22.88,경양식,보건행정과,2024-08-19,37.4790881,126.980218
69,일반음식점,1986-04-11,인디안,서울특별시 동작구 노량진로 148-3 (노량진동),서울특별시 동작구 노량진동 72-3,97.19,경양식,보건행정과,2024-08-19,37.5134109,126.9423896
70,일반음식점,1993-11-30,연래춘,서울특별시 동작구 상도로67길 32 (상도동),서울특별시 동작구 상도동 505-7,110.69,중국식,보건행정과,2024-08-19,37.4949914,126.9566676
71,일반음식점,1986-09-12,경월매운탕,서울특별시 동작구 신대방길 112-4 (신대방동),서울특별시 동작구 신대방동 589-6,47.81,한식,보건행정과,2024-08-19,37.490484,126.9085904
72,일반음식점,1986-10-07,태원,서울특별시 동작구 등용로 81 (대방동),서울특별시 동작구 대방동 14-9,91.18,중국식,보건행정과,2024-08-19,37.5084214,126.9320339
73,일반음식점,1987-10-29,놀부자 정육식당,서울특별시 동작구 상도로 177 (상도동),서울특별시 동작구 상도동 365-1,33.84,한식,보건행정과,2024-08-19,37.5047337,126.9383363
74,일반음식점,1987-03-21,우림,서울특별시 동작구 동작대로7길 28 (사당동),서울특별시 동작구 사당동 1033-34,44.05,한식,보건행정과,2024-08-19,37.4794209,126.9802276
75,일반음식점,1987-12-15,전주식당,서울특별시 동작구 성대로2길 3-2 (상도동),서울특별시 동작구 상도동 316-12,34.8,한식,보건행정과,2024-08-19,37.4995306,126.9321021
76,일반음식점,1987-10-14,김밥사랑(노량진점),서울특별시 동작구 노량진로 110 (노량진동),서울특별시 동작구 노량진동 41-5,37.56,분식,보건행정과,2024-08-19,37.5131999,126.9380239
77,일반음식점,1987-11-30,부자국밥,서울특별시 동작구 신대방11길 34 (신대방동),서울특별시 동작구 신대방동 685-7,24.61,분식,보건행정과,2024-08-19,37.4885998,126.9076652
78,일반음식점,1987-08-13,명동치킨호프,"서울특별시 동작구 서달로10길 7, 1층 (흑석동)",서울특별시 동작구 흑석동 95-21,36.3,통닭(치킨),보건행정과,2024-08-19,37.5063275,126.9618446
79,일반음식점,1987-11-13,마포숯불갈비,서울특별시 동작구 보라매로 112 (대방동),서울특별시 동작구 대방동 406-6,128.17,한식,보건행정과,2024-08-19,37.4993166,126.9285168
80,일반음식점,1987-04-27,요거프레소 중앙대점,서울특별시 동작구 흑석로8길 1 (흑석동),서울특별시 동작구 흑석동 223-39,28.5,까페,보건행정과,2024-08-19,37.5070749,126.9595474
81,일반음식점,1988-06-14,성대낙지,서울특별시 동작구 국사봉1길 4 (상도동),서울특별시 동작구 상도동 328-10,17.28,한식,보건행정과,2024-08-19,37.4987807,126.9288996
82,일반음식점,1988-03-23,서울밥집 노량진점,서울특별시 동작구 만양로14길 44 (노량진동),서울특별시 동작구 노량진동 206-1,23.87,중국식,보건행정과,2024-08-19,37.512269,126.9465898
83,일반음식점,1988-12-22,곽반장,서울특별시 동작구 동작대로27가길 45 (사당동),서울특별시 동작구 사당동 147-75,58.66,한식,보건행정과,2024-08-19,37.4855206,126.9811517
84,일반음식점,1994-01-18,병천순대,서울특별시 동작구 장승배기로27길 9-1 (노량진동),서울특별시 동작구 노량진동 243-11,39.51,한식,보건행정과,2024-08-19,37.5117068,126.9393934
85,일반음식점,1994-01-17,백제갈비,서울특별시 동작구 사당로 231 (사당동),서울특별시 동작구 사당동 265-11,210.49,한식,보건행정과,2024-08-19,37.4837163,126.9736502
86,일반음식점,1988-05-21,더 큐어링,서울특별시 동작구 서달로14길 12 (흑석동),서울특별시 동작구 흑석동 50-47,90.89,한식,보건행정과,2024-08-19,37.5079216,126.9637243
87,일반음식점,1988-01-15,딕시랜드,,서울특별시 동작구 상도동 1-1,61.21,패스트푸드,보건행정과,2024-08-19,37.5074189,126.9521407
88,일반음식점,1988-10-17,이수곱창,서울특별시 동작구 동작대로27가길 6-4 (사당동),서울특별시 동작구 사당동 139-87,57.99,한식,보건행정과,2024-08-19,37.4868438,126.9809095
89,일반음식점,1988-10-17,다올집,서울특별시 동작구 사당로30길 100 (사당동),서울특별시 동작구 사당동 1029-38,25.0,경양식,보건행정과,2024-08-19,37.4804133,126.9806763
90,일반음식점,1988-08-18,포마토김밥,서울특별시 동작구 보라매로 106 (신대방동),서울특별시 동작구 신대방동 347-13,45.64,한식,보건행정과,2024-08-19,37.4986998,126.9283627
91,일반음식점,1989-10-13,남도미가,서울특별시 동작구 노량진로12길 4-1 (노량진동),서울특별시 동작구 노량진동 40-30,114.01,한식,보건행정과,2024-08-19,37.5130368,126.9381756
92,일반음식점,1989-07-19,추억의통치킨,서울특별시 동작구 동작대로7길 11 (사당동),서울특별시 동작구 사당동 1031-1,33.56,한식,보건행정과,2024-08-19,37.4798235,126.980981
93,일반음식점,1989-03-10,소품은돼지,서울특별시 동작구 상도로15길 143 (상도동),서울특별시 동작구 상도동 363-142,55.17,한식,보건행정과,2024-08-19,37.5050918,126.9386991
94,일반음식점,1989-11-11,서호식당,서울특별시 동작구 장승배기로10길 17 (상도동),서울특별시 동작구 상도동 373-20,14.34,정종/대포집/소주방,보건행정과,2024-08-19,37.5047468,126.940008
95,일반음식점,1989-08-17,불난떡볶이 노량진점,서울특별시 동작구 노량진로8길 36 (노량진동),서울특별시 동작구 노량진동 258-40,27.17,한식,보건행정과,2024-08-19,37.5124586,126.9372518
96,일반음식점,1989-11-07,밀숲노량진역점,서울특별시 동작구 만양로14길 6-1 (노량진동),서울특별시 동작구 노량진동 123-8,40.56,호프/통닭,보건행정과,2024-08-19,37.5113373,126.9448679
97,일반음식점,1989-06-19,한강호프,,서울특별시 동작구 흑석동 33-91,24.3,정종/대포집/소주방,보건행정과,2024-08-19,37.5058361,126.9698222
98,일반음식점,1989-01-13,뚝배기 양평해장국 신대방점,"서울특별시 동작구 보라매로 99, 1층 (신대방동)",서울특별시 동작구 신대방동 350-9,60.66,식육(숯불구이),보건행정과,2024-08-19,37.4981651,126.9277809
99,일반음식점,1989-03-17,원조꼬끼오숯불통닭,서울특별시 동작구 서달로10길 6 (흑석동),서울특별시 동작구 흑석동 86-74,22.44,통닭(치킨),보건행정과,2024-08-19,37.5064351,126.9616656
100,일반음식점,1989-12-01,배할머니네밥집,서울특별시 동작구 노량진로12길 12 (노량진동),서울특별시 동작구 노량진동 39-1,19.56,분식,보건행정과,2024-08-19,37.512708,126.9382555
101,일반음식점,1989-09-01,파라다이스,서울특별시 동작구 사당로 38 (상도동),서울특별시 동작구 상도동 506-10,26.66,기타,보건행정과,2024-08-19,37.4947116,126.9585947
102,일반음식점,1989-05-16,동키치킨,"서울특별시 동작구 현충로 115, 명수대상가 A동 1층 6호 (흑석동)",서울특별시 동작구 흑석동 10 명수대상가,30.0,통닭(치킨),보건행정과,2024-08-19,37.5070925,126.9622053
103,일반음식점,1989-04-07,원조흥부왕족발,서울특별시 동작구 상도로15길 143 (상도동),서울특별시 동작구 상도동 363-142,50.52,한식,보건행정과,2024-08-19,37.5050918,126.9386991
104,일반음식점,1989-10-14,머치모아,서울특별시 동작구 사당로 224-1 (사당동),서울특별시 동작구 사당동 265-32,68.67,정종/대포집/소주방,보건행정과,2024-08-19,37.4836366,126.9726811
105,일반음식점,1989-11-23,갈채,서울특별시 동작구 사당로 230 (사당동),서울특별시 동작구 사당동 265-71,49.92,정종/대포집/소주방,보건행정과,2024-08-19,37.4834495,126.9730613
106,일반음식점,1989-04-03,동화장,서울특별시 동작구 여의대방로24길 137 (대방동),서울특별시 동작구 대방동 407-39,45.96,중국식,보건행정과,2024-08-19,37.499267,126.9276189
107,일반음식점,1989-05-16,우리포차,"서울특별시 동작구 상도로22길 10, 1층 (상도동)",서울특별시 동작구 상도동 195-46,27.04,한식,보건행정과,2024-08-19,37.5027146,126.9365355
108,일반음식점,1989-02-03,화르르,서울특별시 동작구 흑석로 111 (흑석동),서울특별시 동작구 흑석동 181-11,24.84,분식,보건행정과,2024-08-19,37.5085631,126.9612098
109,일반음식점,1990-12-15,맛의 명가,서울특별시 동작구 사당로16가길 106 (사당동),서울특별시 동작구 사당동 224-72,29.58,한식,보건행정과,2024-08-19,37.4853776,126.9684358
110,일반음식점,1990-10-29,생강포차,서울특별시 동작구 장승배기로19길 12 (노량진동),서울특별시 동작구 노량진동 306-5,15.37,통닭(치킨),보건행정과,2024-08-19,37.50826360000001,126.939294
111,일반음식점,1990-05-25,BBQ치킨흑석점,서울특별시 동작구 서달로10길 8 (흑석동),서울특별시 동작구 흑석동 86-103,43.72,통닭(치킨),보건행정과,2024-08-19,37.5063599,126.9616555
112,일반음식점,1990-12-15,전통의짬뽕,서울특별시 동작구 여의대방로22길 132 (신대방동),서울특별시 동작구 신대방동 349-24,55.58,중국식,보건행정과,2024-08-19,37.498132,126.927158
113,일반음식점,1990-04-30,둘둘치킨,서울특별시 동작구 사당로 216 (사당동),서울특별시 동작구 사당동 254-6,20.79,통닭(치킨),보건행정과,2024-08-19,37.484041,126.9720024
114,일반음식점,1990-07-31,황금오리,"서울특별시 동작구 신대방길 112-2 (신대방동, 지하1층)",서울특별시 동작구 신대방동 589-7,35.16,중국식,보건행정과,2024-08-19,37.4904146,126.9085511
115,일반음식점,1993-09-09,청기와숯불갈비,서울특별시 동작구 노량진로 228 (본동),서울특별시 동작구 본동 400-0,99.28,한식,보건행정과,2024-08-19,37.512472,126.9513043
116,일반음식점,1990-03-06,고향삼계탕,서울특별시 동작구 상도로61길 34 (상도동),서울특별시 동작구 상도동 504-6,44.8,한식,보건행정과,2024-08-19,37.4947839,126.9568035
117,일반음식점,1990-01-13,원조소금구이,서울특별시 동작구 서달로14길 16 (흑석동),서울특별시 동작구 흑석동 50-24,39.54,한식,보건행정과,2024-08-19,37.50786069999999,126.9638443
118,일반음식점,1990-12-28,칸꼬시,서울특별시 동작구 성대로 36 (상도동),서울특별시 동작구 상도동 256-36,31.2,호프/통닭,보건행정과,2024-08-19,37.4990572,126.9331683
119,일반음식점,1990-03-09,단비분식,서울특별시 동작구 흑석로9길 13 (흑석동),서울특별시 동작구 흑석동 190-30,23.68,분식,보건행정과,2024-08-19,37.5076599,126.9593839
120,일반음식점,1990-02-14,카페커피상상,서울특별시 동작구 만양로14가길 7 (노량진동),서울특별시 동작구 노량진동 118-27,37.52,까페,보건행정과,2024-08-19,37.5119292,126.9451101
121,일반음식점,1990-06-27,백채신대방삼거리(백채김치찌개),서울특별시 동작구 국사봉길 13 (상도동),서울특별시 동작구 상도동 323-25,30.81,한식,보건행정과,2024-08-19,37.4985818,126.9290381
122,일반음식점,1990-03-02,오이시,서울특별시 동작구 만양로14가길 30-3 (노량진동),서울특별시 동작구 노량진동 117-31,28.49,분식,보건행정과,2024-08-19,37.5129112,126.9449975
123,일반음식점,1990-05-16,조인행닭갈비,서울특별시 동작구 여의대방로24길 89-1 (대방동),서울특별시 동작구 대방동 409-13,26.4,한식,보건행정과,2024-08-19,37.4988898,126.9250313
124,일반음식점,1990-01-05,이가초밥,서울특별시 동작구 국사봉1길 4 (상도동),서울특별시 동작구 상도동 328-10,17.22,일식,보건행정과,2024-08-19,37.4987807,126.9288996
125,일반음식점,1990-09-27,페리카나,서울특별시 동작구 서달로10길 14-1 (흑석동),서울특별시 동작구 흑석동 96-3,19.84,통닭(치킨),보건행정과,2024-08-19,37.5060663,126.9617261
126,일반음식점,1990-12-31,한솔쌈밥시골보리밥,서울특별시 동작구 성대로2길 7 (상도동),서울특별시 동작구 상도동 315-22,135.99,한식,보건행정과,2024-08-19,37.4993268,126.9317347
127,일반음식점,1990-01-30,말로(Mallo),"서울특별시 동작구 상도로 95, 지하1층 (상도동)",서울특별시 동작구 상도동 328-9,123.97,정종/대포집/소주방,보건행정과,2024-08-19,37.5002018,126.9309403
128,일반음식점,2008-02-11,이고시다,,서울특별시 동작구 신대방동 358-10,90.23,한식,보건행정과,2024-08-19,37.49777539999999,126.925188
129,일반음식점,1990-09-18,독도참치,서울특별시 동작구 여의대방로24길 141 (대방동),서울특별시 동작구 대방동 407-29,42.0,한식,보건행정과,2024-08-19,37.4991968,126.9279271
130,일반음식점,1991-10-12,삼삼가마솥돈까스,서울특별시 동작구 만양로 90-1 (노량진동),서울특별시 동작구 노량진동 119-144,118.06,정종/대포집/소주방,보건행정과,2024-08-19,37.5115142,126.9445061
131,일반음식점,1991-08-06,고바우,서울특별시 동작구 노량진로14가길 16 (노량진동),서울특별시 동작구 노량진동 85-37,18.6,한식,보건행정과,2024-08-19,37.5125941,126.9434713
132,일반음식점,1991-05-16,신방통통 낙지,서울특별시 동작구 상도로26길 12 (상도동),서울특별시 동작구 상도동 183-13,106.8,한식,보건행정과,2024-08-19,37.5038443,126.9384711
133,일반음식점,1991-06-19,우리 학사주점,서울특별시 동작구 만양로14가길 18 (노량진동),서울특별시 동작구 노량진동 125-14,22.81,한식,보건행정과,2024-08-19,37.5123938,126.9451684
134,일반음식점,1991-10-04,돌박집&갓갈비,서울특별시 동작구 여의대방로24길 35 (대방동),서울특별시 동작구 대방동 407-12,39.56,한식,보건행정과,2024-08-19,37.4979486,126.9222929
135,일반음식점,1991-01-14,일진아구찜,서울특별시 동작구 여의대방로24길 93 (대방동),서울특별시 동작구 대방동 409-3,88.66,한식,보건행정과,2024-08-19,37.4989507,126.925183
136,일반음식점,1991-06-11,차돌이,서울특별시 동작구 흑석로6가길 1 (흑석동),서울특별시 동작구 흑석동 207-1,38.75,분식,보건행정과,2024-08-19,37.50629,126.9569432
137,일반음식점,1991-04-23,가야,서울특별시 동작구 양녕로 286-1 (상도1동),서울특별시 동작구 상도1동 642-1,62.12,한식,보건행정과,2024-08-19,37.504648,126.9507337
138,일반음식점,1991-11-16,탕마루,서울특별시 동작구 동작대로29가길 10 (사당동),서울특별시 동작구 사당동 88-20,34.64,한식,보건행정과,2024-08-19,37.4884482,126.9814882
139,일반음식점,1991-03-27,두리김밥,"서울특별시 동작구 성대로 52, 제지1층 제B08호 (상도동)",서울특별시 동작구 상도동 256-1,38.3,한식,보건행정과,2024-08-19,37.4986146,126.9336057
140,일반음식점,1991-08-08,러브이즈,서울특별시 동작구 보라매로 92 (신대방동),서울특별시 동작구 신대방동 345-1,29.24,정종/대포집/소주방,보건행정과,2024-08-19,37.4974751,126.9282218
