,업종명,인허가일자,업소명,소재지(도로명),addr,영업장면적(건물내_외부),업태명,담당부서,데이터기준일자,latitude,longitude
702,일반음식점,2002-04-16,왕바우실내포장마차,"서울특별시 동작구 신대방14길 2, 1층 (신대방동)",서울특별시 동작구 신대방동 601-33,23.0,정종/대포집/소주방,보건행정과,2024-08-19,37.4894998,126.909747
703,일반음식점,2002-04-22,가마솥손두부,서울특별시 동작구 남부순환로271길 20 (사당동),서울특별시 동작구 사당동 1041-7,235.54,한식,보건행정과,2024-08-19,37.4777995,126.9801945
704,일반음식점,2002-04-24,맛짱갈비,서울특별시 동작구 등용로 112 (대방동),서울특별시 동작구 대방동 23-26,55.08,한식,보건행정과,2024-08-19,37.5111154,126.932214
705,일반음식점,2002-05-01,가정집칼국수,서울특별시 동작구 알마타길 13-15 (대방동),서울특별시 동작구 대방동 344-2,20.73,분식,보건행정과,2024-08-19,37.5117251,126.9266836
706,일반음식점,2002-05-06,또또즐비어앤소주,서울특별시 동작구 동작대로27가길 35 (사당동),서울특별시 동작구 사당동 145-29,77.04,호프/통닭,보건행정과,2024-08-19,37.486058,126.9811871
707,일반음식점,2002-05-06,봉평메밀막국수,서울특별시 동작구 사당로16길 74 (사당동),서울특별시 동작구 사당동 300-77,39.77,한식,보건행정과,2024-08-19,37.4805689,126.9716002
708,일반음식점,2002-05-09,양심,서울특별시 동작구 상도로 357 (상도동),서울특별시 동작구 상도동 488,24.5,분식,보건행정과,2024-08-19,37.4969421,126.9535391
709,일반음식점,2002-05-13,명동족발,서울특별시 동작구 서달로14나길 28 (흑석동),서울특별시 동작구 흑석동 54-146,21.39,한식,보건행정과,2024-08-19,37.5070477,126.963036
710,일반음식점,2002-05-14,내사께,서울특별시 동작구 여의대방로24길 134 (신대방동),서울특별시 동작구 신대방동 347-25,19.95,정종/대포집/소주방,보건행정과,2024-08-19,37.4990595,126.9274743
711,일반음식점,2002-05-15,광명,서울특별시 동작구 상도로 124 (상도동),서울특별시 동작구 상도동 355-7,75.92,한식,보건행정과,2024-08-19,37.5014455,126.9339491
712,일반음식점,2002-05-18,포차천국 이수역점,"서울특별시 동작구 동작대로27나길 21 (사당동,두원상가 103,104,105호)",서울특별시 동작구 사당동 138 두원상가,97.02,한식,보건행정과,2024-08-19,37.4866003,126.9806628
713,일반음식점,2002-05-29,명문본가왕족발과보쌈,서울특별시 동작구 서달로10가길 1 (흑석동),서울특별시 동작구 흑석동 90-1,22.33,한식,보건행정과,2024-08-19,37.5048471,126.9623298
714,일반음식점,2002-06-14,현대옥 노량진점,서울특별시 동작구 만양로14길 21 (노량진동),서울특별시 동작구 노량진동 124-9,41.8,한식,보건행정과,2024-08-19,37.5118582,126.9453838
715,일반음식점,2002-06-20,우동짜장,서울특별시 동작구 여의대방로24길 26 (신대방동),서울특별시 동작구 신대방동 362-30,24.63,중국식,보건행정과,2024-08-19,37.4978377,126.9216192
716,일반음식점,2002-06-25,고가네원조숯불구이통닭,서울특별시 동작구 상도로22길 5 (상도동),서울특별시 동작구 상도동 195-52,19.8,한식,보건행정과,2024-08-19,37.5029227,126.9365732
717,일반음식점,2002-06-26,마왕족발 신길대방점,"서울특별시 동작구 여의대방로 188, 1층 (대방동)",서울특별시 동작구 대방동 389-19,48.5,통닭(치킨),보건행정과,2024-08-19,37.5035652,126.9219535
718,일반음식점,2002-06-27,보드람치킨,서울특별시 동작구 동작대로27가길 35 (사당동),서울특별시 동작구 사당동 145-29,85.53,통닭(치킨),보건행정과,2024-08-19,37.486058,126.9811871
719,일반음식점,2002-07-02,토마토호프,서울특별시 동작구 상도로41길 12 (상도1동),서울특별시 동작구 상도1동 401-3,29.43,호프/통닭,보건행정과,2024-08-19,37.5017111,126.9499002
720,일반음식점,2002-07-08,나들목식당,서울특별시 동작구 사당로8길 18 (사당동),서울특별시 동작구 사당동 232-14,49.3,한식,보건행정과,2024-08-19,37.4844414,126.9689942
721,일반음식점,2002-07-15,엄마손 솥단지 삼겹살,서울특별시 동작구 사당로10길 17 (사당동),서울특별시 동작구 사당동 249-44,17.98,한식,보건행정과,2024-08-19,37.4843239,126.9695176
722,일반음식점,2002-07-23,지짐이,서울특별시 동작구 상도로61길 48 (상도동),서울특별시 동작구 상도동 504-1,62.06,호프/통닭,보건행정과,2024-08-19,37.4946655,126.9573833
723,일반음식점,2002-08-14,Mr.꼼장어 Miss쭈꾸미,서울특별시 동작구 서달로15길 12 (흑석동),서울특별시 동작구 흑석동 106-32,26.5,한식,보건행정과,2024-08-19,37.5084856,126.962557
724,일반음식점,2002-08-14,땡초,서울특별시 동작구 흑석로 81 (흑석동),서울특별시 동작구 흑석동 195-17,95.46,호프/통닭,보건행정과,2024-08-19,37.507063,126.958589
725,일반음식점,2002-08-23,규동집,서울특별시 동작구 만양로14가길 4 (노량진동),서울특별시 동작구 노량진동 124-10,26.22,분식,보건행정과,2024-08-19,37.5117655,126.9453156
726,일반음식점,2002-08-30,배터져아구해물섞어찜,서울특별시 동작구 동작대로1길 16 (사당동),서울특별시 동작구 사당동 1041-14,64.0,한식,보건행정과,2024-08-19,37.4774339,126.9804694
727,일반음식점,2002-09-03,명인시골통닭,서울특별시 동작구 동작대로3길 6 (사당동),서울특별시 동작구 사당동 1031-26,75.46,통닭(치킨),보건행정과,2024-08-19,37.4785004,126.9811276
728,일반음식점,2002-09-17,깐부치킨,서울특별시 동작구 동작대로27나길 6 (사당동),서울특별시 동작구 사당동 139-40,60.86,통닭(치킨),보건행정과,2024-08-19,37.487309,126.9806973
729,일반음식점,2002-09-18,함지박,서울특별시 동작구 상도로37길 68-1 (상도동),서울특별시 동작구 상도동 477-11,57.58,한식,보건행정과,2024-08-19,37.4982061,126.9525896
730,일반음식점,2002-09-27,맘스터치 노량진점,서울특별시 동작구 만양로14라길 2 (노량진동),서울특별시 동작구 노량진동 211-44,22.44,패스트푸드,보건행정과,2024-08-19,37.5115789,126.945354
731,일반음식점,2002-10-18,해피데이,서울특별시 동작구 노량진로6길 6-6 (노량진동),서울특별시 동작구 노량진동 28-10,110.47,호프/통닭,보건행정과,2024-08-19,37.5129668,126.9356912
732,일반음식점,2002-10-31,사당골,서울특별시 동작구 사당로10길 97 (사당동),서울특별시 동작구 사당동 239-11,21.92,한식,보건행정과,2024-08-19,37.4820436,126.9671262
733,일반음식점,2002-11-11,이수 정육식당2,"서울특별시 동작구 동작대로27가길 36, 1층 (사당동)",서울특별시 동작구 사당동 145-11,112.0,한식,보건행정과,2024-08-19,37.4860168,126.9809822
734,일반음식점,2002-11-14,수타일번지,서울특별시 동작구 상도로26길 11 (상도동),서울특별시 동작구 상도동 365-18,73.56,중국식,보건행정과,2024-08-19,37.5041137,126.9384604
735,일반음식점,2002-11-19,한앤둘치킨이수역점,"서울특별시 동작구 동작대로27가길 5, 1층 (사당동)",서울특별시 동작구 사당동 139-84,95.0,통닭(치킨),보건행정과,2024-08-19,37.4873545,126.9812808
736,일반음식점,2002-11-22,마포곱창,서울특별시 동작구 사당로 185 (사당동),서울특별시 동작구 사당동 220,41.51,한식,보건행정과,2024-08-19,37.4858733,126.9692244
737,일반음식점,2002-11-25,푸드100,서울특별시 동작구 사당로30길 154 (사당동),서울특별시 동작구 사당동 1041-28,90.16,한식,보건행정과,2024-08-19,37.4779811,126.980586
738,일반음식점,2002-10-23,설쌈냉면,"서울특별시 동작구 사당로 20, 2층 201호 (상도동)",서울특별시 동작구 상도동 505-6,80.51,한식,보건행정과,2024-08-19,37.4951429,126.9567182
739,일반음식점,2002-11-25,포차&오뎅,서울특별시 동작구 동작대로7길 83 (사당동),서울특별시 동작구 사당동 1039-1,31.36,호프/통닭,보건행정과,2024-08-19,37.4775725,126.978176
740,일반음식점,2002-11-27,마파치킨사당역점,서울특별시 동작구 동작대로3길 28 (사당동),서울특별시 동작구 사당동 1032-49,34.94,한식,보건행정과,2024-08-19,37.4785099,126.9799531
741,일반음식점,2002-11-29,형제네,서울특별시 동작구 신대방7길 13 (신대방동),서울특별시 동작구 신대방동 692-1,72.6,분식,보건행정과,2024-08-19,37.4874552,126.9102107
742,일반음식점,2002-12-06,호야치킨,서울특별시 동작구 동작대로29길 50 (사당동),서울특별시 동작구 사당동 91-179,14.58,통닭(치킨),보건행정과,2024-08-19,37.48859119999999,126.9794951
743,일반음식점,2002-12-11,현주네김밥,서울특별시 동작구 서달로12가길 7 (흑석동),서울특별시 동작구 흑석동 95-16,13.0,한식,보건행정과,2024-08-19,37.5065119,126.9627152
744,일반음식점,2002-12-20,씨제이푸드빌(주)빕스 대방점,서울특별시 동작구 노량진로 2 (대방동),서울특별시 동작구 대방동 341-3,714.7,뷔페식,보건행정과,2024-08-19,37.5122732,126.9257885
745,일반음식점,2002-12-27,놀란돼지(이수점),서울특별시 동작구 동작대로17길 6 (사당동),서울특별시 동작구 사당동 1007-34,39.7,한식,보건행정과,2024-08-19,37.4828904,126.9811113
746,일반음식점,2002-04-18,낙원쭈구미마을,"서울특별시 동작구 상도로 111, 1층 2호 (상도동)",서울특별시 동작구 상도동 348-148,80.0,한식,보건행정과,2024-08-19,37.5010388,126.9324044
747,일반음식점,2003-01-13,비비큐,서울특별시 동작구 상도로47길 21 (상도1동),서울특별시 동작구 상도1동 347,24.0,통닭(치킨),보건행정과,2024-08-19,37.50033519999999,126.9518488
748,일반음식점,2003-01-13,다미,"서울특별시 동작구 동작대로1길 9-1 (사당동,외1필지)",서울특별시 동작구 사당동 1043-9,64.4,정종/대포집/소주방,보건행정과,2024-08-19,37.477081,126.9807931
749,일반음식점,2003-01-13,토속골,서울특별시 동작구 노량진로8길 48 (노량진동),서울특별시 동작구 노량진동 257-1,69.79,한식,보건행정과,2024-08-19,37.5122574,126.9378195
750,일반음식점,2003-01-13,천외천,"서울특별시 동작구 만양로 19 (노량진동,신동아리버파크상가 217-220호)",서울특별시 동작구 노량진동 325 신동아리버파크상가,316.0,중국식,보건행정과,2024-08-19,37.507425,126.9451235
751,일반음식점,2003-01-23,신옥선아구찜,"서울특별시 동작구 사당로 262 (사당동,1층)",서울특별시 동작구 사당동 1001-17,59.0,한식,보건행정과,2024-08-19,37.4834366,126.9769224
752,일반음식점,2003-02-07,태영중국요리,서울특별시 동작구 대림로 23 (신대방동),서울특별시 동작구 신대방동 693-11,36.29,중국식,보건행정과,2024-08-19,37.486967,126.9106226
753,일반음식점,2003-02-11,쿠킨스테이크하우스,서울특별시 동작구 동작대로27다길 44 (사당동),서울특별시 동작구 사당동 142-18,60.42,경양식,보건행정과,2024-08-19,37.4856237,126.9802149
754,일반음식점,2003-02-14,명가 찌개백반,서울특별시 동작구 등용로4길 148 (노량진동),서울특별시 동작구 노량진동 270-3,56.21,한식,보건행정과,2024-08-19,37.5117827,126.9350198
755,일반음식점,2003-02-24,60계보라매점,서울특별시 동작구 보라매로5길 43 (신대방동),서울특별시 동작구 신대방동 395-66,24.94,통닭(치킨),보건행정과,2024-08-19,37.4914346,126.9233678
756,일반음식점,2003-03-04,패스,서울특별시 동작구 만양로12길 21 (노량진동),서울특별시 동작구 노량진동 205-152,117.9,한식,보건행정과,2024-08-19,37.5105065,126.9462319
757,일반음식점,2003-03-11,김밥천국,서울특별시 동작구 여의대방로 188-1 (대방동),서울특별시 동작구 대방동 389-12,40.78,분식,보건행정과,2024-08-19,37.50369999999999,126.9220702
758,일반음식점,2003-03-12,가야촌유황오리,서울특별시 동작구 여의대방로24다길 15-2 (대방동),서울특별시 동작구 대방동 416-11,122.0,분식,보건행정과,2024-08-19,37.499195,126.9220099
759,일반음식점,2003-03-14,어굼터,"서울특별시 동작구 만양로 84 (노량진동,삼익주상복합(아) 지하1층 26호)",서울특별시 동작구 노량진동 330 삼익주상복합,36.8,한식,보건행정과,2024-08-19,37.5109281,126.9451325
760,일반음식점,2003-03-17,본죽&비빔밥 보라매타운점,"서울특별시 동작구 보라매로5길 43 (신대방동,보라매삼성쉐르빌상가 105호)",서울특별시 동작구 신대방동 395-66 보라매삼성쉐르빌상가,41.16,한식,보건행정과,2024-08-19,37.4913872,126.9233963
761,일반음식점,2003-03-18,나드리분식,서울특별시 동작구 남부순환로269길 31 (사당동),서울특별시 동작구 사당동 1046-21,22.18,분식,보건행정과,2024-08-19,37.4778175,126.9773724
762,일반음식점,2003-03-21,자금성,"서울특별시 동작구 사당로23바길 9 (사당동,동작 삼성래미안 아파트 상가1층101호)",서울특별시 동작구 사당동 1133 동작 삼성래미안 아파트 상가,33.12,중국식,보건행정과,2024-08-19,37.4891824,126.9704888
763,일반음식점,2003-03-21,원조추어탕,서울특별시 동작구 동작대로33가길 4 (사당동),서울특별시 동작구 사당동 89-15,70.5,한식,보건행정과,2024-08-19,37.4896578,126.9818701
764,일반음식점,2003-03-24,오징어나라,서울특별시 동작구 만양로 86 (노량진동),서울특별시 동작구 노량진동 123-11,42.9,통닭(치킨),보건행정과,2024-08-19,37.5112081,126.9446151
765,일반음식점,2003-04-03,웨스트코스트,서울특별시 동작구 상도로61길 38 (상도동),서울특별시 동작구 상도동 504-5,51.38,호프/통닭,보건행정과,2024-08-19,37.494765,126.9569479
766,일반음식점,2003-04-04,헬로우치킨,"서울특별시 동작구 사당로23바길 9 (사당동,동작삼성래미안A상가 103호)",서울특별시 동작구 사당동 1133 동작삼성래미안,37.93,호프/통닭,보건행정과,2024-08-19,37.4891824,126.9704888
767,일반음식점,2003-04-10,포마토,서울특별시 동작구 국사봉1길 45 (상도동),서울특별시 동작구 상도동 324-16,24.42,한식,보건행정과,2024-08-19,37.4993097,126.9309563
768,일반음식점,2003-04-11,솥뚜껑부대찌개,서울특별시 동작구 사당로30길 164 (사당동),서울특별시 동작구 사당동 1041-16,29.8,한식,보건행정과,2024-08-19,37.4775645,126.9805762
769,일반음식점,2003-04-14,황금수산,서울특별시 동작구 상도로 48 (대방동),서울특별시 동작구 대방동 404-8,86.78,한식,보건행정과,2024-08-19,37.4995819,126.9258433
770,일반음식점,2003-04-15,브로이제트3호점,"서울특별시 동작구 동작대로27가길 5, 지하1층 (사당동)",서울특별시 동작구 사당동 139-84,103.0,한식,보건행정과,2024-08-19,37.4873545,126.9812808
771,일반음식점,2003-04-22,엉터리생고기,서울특별시 동작구 서달로14나길 10 (흑석동),서울특별시 동작구 흑석동 51-3,105.78,한식,보건행정과,2024-08-19,37.5077133,126.9636162
772,일반음식점,2003-04-25,곱분이곱창,서울특별시 동작구 동작대로25길 37 (사당동),서울특별시 동작구 사당동 144-7,48.03,호프/통닭,보건행정과,2024-08-19,37.485453,126.9804622
773,일반음식점,2003-04-30,불타는 소금구이,"서울특별시 동작구 상도로58길 2, 1층 (상도동)",서울특별시 동작구 상도동 490-5,49.89,한식,보건행정과,2024-08-19,37.4960463,126.9531982
774,일반음식점,2003-05-07,샤인,서울특별시 동작구 대림로 40-1 (신대방동),서울특별시 동작구 신대방동 690-8,47.39,호프/통닭,보건행정과,2024-08-19,37.4875848,126.9089617
775,일반음식점,2003-05-13,치킨시대&피자시대,"서울특별시 동작구 상도로67길 31 (상도동, 1,2층)",서울특별시 동작구 상도동 502-1,62.73,한식,보건행정과,2024-08-19,37.4950388,126.9564089
776,일반음식점,2003-05-19,돈오비,서울특별시 동작구 장승배기로 155 (노량진동),서울특별시 동작구 노량진동 240-51,23.72,한식,보건행정과,2024-08-19,37.5115013,126.9399945
777,일반음식점,2003-05-28,종가댁마늘곱창,서울특별시 동작구 서달로14나길 24-5 (흑석동),서울특별시 동작구 흑석동 54-161,58.74,한식,보건행정과,2024-08-19,37.5072205,126.9628916
778,일반음식점,2003-06-05,바다회세꼬시,서울특별시 동작구 동작대로1길 10-16 (사당동),서울특별시 동작구 사당동 1042-2,18.63,정종/대포집/소주방,보건행정과,2024-08-19,37.4779102,126.9808277
779,일반음식점,2003-06-11,황토정,서울특별시 동작구 서달로13길 5-23 (흑석동),서울특별시 동작구 흑석동 102-65,66.06,한식,보건행정과,2024-08-19,37.5077029,126.9618736
780,일반음식점,2003-06-17,하꼬멘,서울특별시 동작구 흑석로9길 15 (흑석동),서울특별시 동작구 흑석동 190-20,23.5,기타,보건행정과,2024-08-19,37.5076823,126.9592426
781,일반음식점,2003-06-23,박리김밥,서울특별시 동작구 장승배기로 141-1 (노량진동),서울특별시 동작구 노량진동 235-6,44.56,분식,보건행정과,2024-08-19,37.5103112,126.9399124
782,일반음식점,2003-07-01,시래불고기 화풍정,서울특별시 동작구 상도로 102 (상도동),서울특별시 동작구 상도동 324-1,138.6,한식,보건행정과,2024-08-19,37.4999577,126.9317637
783,일반음식점,2003-07-01,비어박스,서울특별시 동작구 상도로 82 (대방동),서울특별시 동작구 대방동 336-6,80.73,정종/대포집/소주방,보건행정과,2024-08-19,37.499465,126.9296854
784,일반음식점,2003-07-11,후산식당,서울특별시 동작구 만양로14가길 4 (노량진동),서울특별시 동작구 노량진동 124-10,40.49,한식,보건행정과,2024-08-19,37.5117655,126.9453156
785,일반음식점,2003-07-16,강남손칼국수,서울특별시 동작구 상도로15길 143 (상도동),서울특별시 동작구 상도동 363-142,27.45,분식,보건행정과,2024-08-19,37.5050918,126.9386991
786,일반음식점,2003-07-21,풍미원,서울특별시 동작구 사당로 253-4 (사당동),서울특별시 동작구 사당동 324-17,60.42,한식,보건행정과,2024-08-19,37.4837726,126.9761276
787,일반음식점,2003-08-07,이수역점홍콩반점,서울특별시 동작구 동작대로27가길 38 (사당동),서울특별시 동작구 사당동 145-13,56.5,한식,보건행정과,2024-08-19,37.48590859999999,126.9809663
788,일반음식점,2003-08-13,우정Ⅲ,서울특별시 동작구 만양로 100 (노량진동),서울특별시 동작구 노량진동 118-5,31.37,한식,보건행정과,2024-08-19,37.5123445,126.9444212
789,일반음식점,2003-08-26,진꿀식당,서울특별시 동작구 사당로27길 18 (사당동),서울특별시 동작구 사당동 141-197,77.1,한식,보건행정과,2024-08-19,37.4852056,126.9783836
790,일반음식점,2003-09-02,훌랄라숯불바베큐,서울특별시 동작구 상도로 112 (상도동),서울특별시 동작구 상도동 347-5,78.62,통닭(치킨),보건행정과,2024-08-19,37.50087610000001,126.9329101
791,일반음식점,2003-09-08,소문난순대국,서울특별시 동작구 성대로2길 12 (상도동),서울특별시 동작구 상도동 324-7,26.67,한식,보건행정과,2024-08-19,37.4994252,126.931255
792,일반음식점,2003-09-17,고향한방삼계탕,서울특별시 동작구 양녕로 268-1 (상도1동),서울특별시 동작구 상도1동 665-2,58.24,한식,보건행정과,2024-08-19,37.5035708,126.9489944
793,일반음식점,2003-09-18,토마토김밥,서울특별시 동작구 동작대로7길 56 (사당동),서울특별시 동작구 사당동 1038-51,22.2,분식,보건행정과,2024-08-19,37.4785333,126.9791765
794,일반음식점,2003-09-22,디엠지,서울특별시 동작구 동작대로3길 20 (사당동),서울특별시 동작구 사당동 1032-33,31.08,한식,보건행정과,2024-08-19,37.4784569,126.9803505
795,일반음식점,2003-09-23,김가네,"서울특별시 동작구 여의대방로10길 38 (신대방동,롯데낙천대단지내상가 지층8호)",서울특별시 동작구 신대방동 713 롯데낙천대단지내상가 지층,40.6,분식,보건행정과,2024-08-19,37.494314,126.9132973
796,일반음식점,2003-09-24,벌나비,서울특별시 동작구 장승배기로10길 17 (상도동),서울특별시 동작구 상도동 373-20,47.4,한식,보건행정과,2024-08-19,37.5047468,126.940008
797,일반음식점,2003-09-25,김밥이맛있는집,서울특별시 동작구 상도로 368 (상도동),서울특별시 동작구 상도동 489-7,29.04,분식,보건행정과,2024-08-19,37.4958792,126.9536001
798,일반음식점,2003-09-30,72420(칠리사이공),서울특별시 동작구 동작대로1길 50 (사당동),서울특별시 동작구 사당동 1039-16,82.2,한식,보건행정과,2024-08-19,37.4774335,126.9786493
799,일반음식점,2003-10-02,우리풍천장어,서울특별시 동작구 상도로 136 (상도동),서울특별시 동작구 상도동 190-3,50.7,한식,보건행정과,2024-08-19,37.5021539,126.9348708
800,일반음식점,2003-10-02,콩사랑,서울특별시 동작구 신대방2길 3 (신대방동),서울특별시 동작구 신대방동 618-15,54.8,한식,보건행정과,2024-08-19,37.4879475,126.912664
801,일반음식점,2003-10-08,짱아김밥,서울특별시 동작구 노량진로26길 5 (본동),서울특별시 동작구 본동 48-15,12.9,한식,보건행정과,2024-08-19,37.5120023,126.9544015
802,일반음식점,2003-10-08,청와대소금구이,서울특별시 동작구 사당로 233 (사당동),서울특별시 동작구 사당동 265-21,26.58,한식,보건행정과,2024-08-19,37.4835543,126.9738712
803,일반음식점,2003-10-14,맛파오통닭,서울특별시 동작구 장승배기로 117 (노량진동),서울특별시 동작구 노량진동 309-4,8.99,호프/통닭,보건행정과,2024-08-19,37.508008,126.9398935
804,일반음식점,2003-10-15,구이천국,"서울특별시 동작구 노들로 674, 노량진수산물도매시장 구 수산시장동 (노량진동)",서울특별시 동작구 노량진동 13-6 노량진 구 수산시장,20.1,한식,보건행정과,2024-08-19,37.5146108,126.9377726
805,일반음식점,2003-10-17,밥은 화(중앙대점),"서울특별시 동작구 흑석로8길 9, 지하1층 (흑석동)",서울특별시 동작구 흑석동 223-16,77.0,한식,보건행정과,2024-08-19,37.5067301,126.9596749
806,일반음식점,2003-10-27,장터,서울특별시 동작구 사당로16길 7 (사당동),서울특별시 동작구 사당동 318-13,18.85,분식,보건행정과,2024-08-19,37.4829215,126.9739871
807,일반음식점,2003-10-27,기꾸참치,서울특별시 동작구 흑석로 2 (상도1동),서울특별시 동작구 상도1동 644,46.12,일식,보건행정과,2024-08-19,37.5046749,126.9509397
808,일반음식점,2003-10-29,서민식당 서서갈비,서울특별시 동작구 만양로14가길 13 (노량진동),서울특별시 동작구 노량진동 118-3,74.68,한식,보건행정과,2024-08-19,37.5121247,126.9450512
809,일반음식점,2003-11-07,나그랑호프,서울특별시 동작구 상도로 82 (대방동),서울특별시 동작구 대방동 336-6,24.4,한식,보건행정과,2024-08-19,37.499465,126.9296854
810,일반음식점,2003-11-07,쇼신,"서울특별시 동작구 만양로16길 9 (노량진동,외 1필지  102호)",서울특별시 동작구 노량진동 119-153,38.52,호프/통닭,보건행정과,2024-08-19,37.5118459,126.9446019
811,일반음식점,2003-11-10,왕돈까스,서울특별시 동작구 여의대방로 134-1 (대방동),서울특별시 동작구 대방동 417-2,55.46,한식,보건행정과,2024-08-19,37.4990397,126.9207
812,일반음식점,2003-11-12,중앙식당,"서울특별시 동작구 노들로 674, 지상2층 회식당12호 (노량진동)",서울특별시 동작구 노량진동 13-6,119.35,한식,보건행정과,2024-08-19,37.515345,126.9442863
813,일반음식점,2003-11-17,황토방식당,서울특별시 동작구 서달로12나길 11 (흑석동),서울특별시 동작구 흑석동 53-4,57.92,한식,보건행정과,2024-08-19,37.5070447,126.9635966
814,일반음식점,2003-11-17,새마을식당,서울특별시 동작구 동작대로27다길 10 (사당동),서울특별시 동작구 사당동 140-8,64.0,한식,보건행정과,2024-08-19,37.4871526,126.9803539
815,일반음식점,2003-11-19,보드람치킨,서울특별시 동작구 노량진로16길 26 (노량진동),서울특별시 동작구 노량진동 89-2,39.6,한식,보건행정과,2024-08-19,37.5123895,126.9438288
816,일반음식점,2003-11-24,원할머니보쌈,서울특별시 동작구 현충로 100-1 (흑석동),서울특별시 동작구 흑석동 9-89,48.5,한식,보건행정과,2024-08-19,37.5076442,126.9647375
817,일반음식점,2003-11-25,주라주라김밥,서울특별시 동작구 사당로30길 100 (사당동),서울특별시 동작구 사당동 1029-38,26.3,일식,보건행정과,2024-08-19,37.4804133,126.9806763
818,일반음식점,2003-12-09,대가설렁탕,서울특별시 동작구 상도로 117 (상도동),서울특별시 동작구 상도동 347-1,99.32,한식,보건행정과,2024-08-19,37.5013723,126.9329715
819,일반음식점,2003-12-15,비어헌트이수점,서울특별시 동작구 동작대로27길 8 (사당동),서울특별시 동작구 사당동 139-32,72.6,호프/통닭,보건행정과,2024-08-19,37.4876272,126.981569
820,일반음식점,2003-09-08,무안수산,"서울특별시 동작구 동작대로7길 62-1 (사당동, 1층)",서울특별시 동작구 사당동 1038-35,26.7,횟집,보건행정과,2024-08-19,37.4782312,126.979015
821,일반음식점,2003-04-08,들 향기 팥칼국수,"서울특별시 동작구 사당로17가길 12, 1층 (사당동)",서울특별시 동작구 사당동 708-404,20.72,분식,보건행정과,2024-08-19,37.4839133,126.9733975
822,일반음식점,2003-02-13,칠갑산,"서울특별시 동작구 사당로30길 54, 1층 (사당동)",서울특별시 동작구 사당동 1009-36,54.41,한식,보건행정과,2024-08-19,37.4824715,126.9807938
823,일반음식점,2004-01-07,전주청국장,서울특별시 동작구 상도로19길 1 (상도동),서울특별시 동작구 상도동 357-6,64.31,한식,보건행정과,2024-08-19,37.5025855,126.9346497
824,일반음식점,2004-01-07,상투골,서울특별시 동작구 상도로 379 (상도동),서울특별시 동작구 상도동 501-5,176.41,기타,보건행정과,2024-08-19,37.4952444,126.9548937
825,일반음식점,2004-01-08,교촌치킨사당3호점,"서울특별시 동작구 사당로 185-1, 지상1층 (사당동)",서울특별시 동작구 사당동 220-119,150.31,호프/통닭,보건행정과,2024-08-19,37.4858374,126.9694406
826,일반음식점,2004-01-12,참나무누룽지통닭구이,서울특별시 동작구 상도로12길 13 (상도동),서울특별시 동작구 상도동 324-30,138.36,한식,보건행정과,2024-08-19,37.4991857,126.9296633
827,일반음식점,2004-01-15,투다리,서울특별시 동작구 상도로 152 (상도동),서울특별시 동작구 상도동 188-4,29.58,호프/통닭,보건행정과,2024-08-19,37.5029352,126.936279
828,일반음식점,2004-01-30,청담김밥,서울특별시 동작구 사당로16길 28 (사당동),서울특별시 동작구 사당동 274-12,62.72,한식,보건행정과,2024-08-19,37.4824123,126.9728489
829,일반음식점,2004-02-03,더맛닭,서울특별시 동작구 장승배기로25길 1 (노량진동),서울특별시 동작구 노량진동 240-28,79.0,호프/통닭,보건행정과,2024-08-19,37.5110417,126.9399142
830,일반음식점,2004-02-09,오븐마루치킨 대방점,서울특별시 동작구 등용로 86 (대방동),서울특별시 동작구 대방동 17-22,26.9,통닭(치킨),보건행정과,2024-08-19,37.5088936,126.9323457
831,일반음식점,2004-02-23,사당김밥,서울특별시 동작구 동작대로25길 40 (사당동),서울특별시 동작구 사당동 708-459,14.34,분식,보건행정과,2024-08-19,37.4855228,126.9802018
832,일반음식점,2004-02-24,약수순대국감자탕,서울특별시 동작구 양녕로27길 6 (상도동),서울특별시 동작구 상도동 208-33,23.8,한식,보건행정과,2024-08-19,37.4988356,126.9434912
833,일반음식점,2004-02-24,김밥천국,서울특별시 동작구 노량진로 250 (본동),서울특별시 동작구 본동 126-13,44.25,분식,보건행정과,2024-08-19,37.5119587,126.9542156
834,일반음식점,2004-03-05,강남푸드투,서울특별시 동작구 만양로 20 (상도동),서울특별시 동작구 상도동 17-62,69.9,호프/통닭,보건행정과,2024-08-19,37.5062081,126.9475494
835,일반음식점,2004-03-09,오거리광장,서울특별시 동작구 사당로16마길 3 (사당동),서울특별시 동작구 사당동 276-4,39.35,호프/통닭,보건행정과,2024-08-19,37.4816417,126.972
836,일반음식점,2004-03-15,라화방,서울특별시 동작구 동작대로27길 22 (사당동),서울특별시 동작구 사당동 139-36,140.5,기타,보건행정과,2024-08-19,37.4876982,126.9806415
837,일반음식점,2004-03-16,놀부보쌈과부대찌개와김치찜,서울특별시 동작구 사당로 196 (사당동),서울특별시 동작구 사당동 248-5,149.8,한식,보건행정과,2024-08-19,37.4849286,126.9698937
838,일반음식점,2004-03-26,김밥나라,서울특별시 동작구 사당로 196 (사당동),서울특별시 동작구 사당동 248-5,44.7,분식,보건행정과,2024-08-19,37.4849286,126.9698937
839,일반음식점,2004-03-26,신대방대박찹쌀꽈배기,서울특별시 동작구 신대방길 105 (신대방동),서울특별시 동작구 신대방동 607-55,26.25,기타,보건행정과,2024-08-19,37.4900487,126.9086156
